date,CPI_SG,Food_Index_SG,median_income_per_household_member_SG,income_index_SG,Food_Index_US,CPI_US,median_income_per_household_member_US,income_index_US
2009-12-01,113.33333333333331,107.44186046511628,1735.0,140.37216828478964,125.31551724137931,124.10862068965518,19220.077220077223,118.09430632960046
2009-11-01,113.95348837209302,107.59689922480621,1735.0,140.37216828478964,125.13390804597701,124.32758620689656,19220.077220077223,118.09430632960046
2009-10-01,113.95348837209302,107.59689922480621,1735.0,140.37216828478964,125.26264367816091,124.23965517241379,19220.077220077223,118.09430632960046
2009-09-01,113.17829457364341,107.44186046511628,1735.0,140.37216828478964,125.06724137931035,124.12011494252873,19220.077220077223,118.09430632960046
2009-08-01,113.64341085271317,107.28682170542636,1735.0,140.37216828478964,125.11551724137931,124.04252873563219,19220.077220077223,118.09430632960046
2009-07-01,113.17829457364341,107.28682170542636,1735.0,140.37216828478964,125.06206896551724,123.76494252873563,19220.077220077223,118.09430632960046
2009-06-01,112.24806201550388,107.13178294573642,1735.0,140.37216828478964,125.30459770114943,123.96149425287356,19220.077220077223,118.09430632960046
2009-05-01,112.71317829457365,107.13178294573642,1735.0,140.37216828478964,125.33103448275861,122.90574712643678,19220.077220077223,118.09430632960046
2009-04-01,112.09302325581395,107.13178294573642,1735.0,140.37216828478964,125.49655172413793,122.55172413793105,19220.077220077223,118.09430632960046
2009-03-01,112.86821705426355,107.28682170542636,1735.0,140.37216828478964,125.74367816091954,122.24655172413793,19220.077220077223,118.09430632960046
2009-02-01,113.48837209302326,107.28682170542636,1735.0,140.37216828478964,126.05344827586207,121.95,19220.077220077223,118.09430632960046
2009-01-01,113.95348837209302,107.59689922480621,1735.0,140.37216828478964,126.28103448275863,121.34655172413794,19220.077220077223,118.09430632960046
2008-12-01,113.95348837209302,106.9767441860465,1754.0,141.9093851132686,125.76954022988505,120.82068965517242,19571.984435797665,120.25653690011427
2008-11-01,114.88372093023254,106.66666666666666,1754.0,141.9093851132686,125.71954022988507,122.08333333333334,19571.984435797665,120.25653690011427
2008-10-01,115.03875968992249,106.51162790697674,1754.0,141.9093851132686,125.6925287356322,124.46724137931035,19571.984435797665,120.25653690011427
2008-09-01,113.64341085271317,106.2015503875969,1754.0,141.9093851132686,125.09885057471264,125.73735632183907,19571.984435797665,120.25653690011427
2008-08-01,113.95348837209302,106.04651162790698,1754.0,141.9093851132686,124.37873563218392,125.91149425287357,19571.984435797665,120.25653690011427
